kod,title,task_id,distractor_1,distractor_2,distractor_3,target,full_text,sentence_with_gap,sentence_with_answer
1116,Dan and Lynn,33,missed,cut,lost,lacked,"Dan and Lynn had enough to fill their lives. Lynn was totally involved with Dan, night and day, and constantly encouraging him to get serious about his acting. By the autumn of 2006, she knew every play on Broadway and had wormed her way into rehearsals whenever possible. She read every trade paper and notice available, while Dan went to acting school every day. He went to all the auditions she directed him to. It was a joint, effort which bore fruit sooner than they expected. His big break came just after Christmas. He got a leading role in an off-Broadway play, and got extraordinarily good reviews, which won him the respect of the critics. The play closed in four and a half months, but the experience had been invaluable. And that summer while they were in Boston, he decided to look up his sister, Dora. It was embarrassing to realize that in three years, he had never tried to find her. Lynn was upset that he lacked family devotion, until she met his sister and her husband. And then she understood a little better why Dan had preferred to ignore his sister. He tracked her down from the old neighborhood and found her married to an ex-Marine, who greeted them with a constant flood of rude jokes. As for Dora, she was grim and kept silent. It was difficult to believe that she and Dan were even remotely related, and it was a relief when Dan and Lynn finally left their ugly home. Dan took a deep breath of fresh air, and looked at his wife with a rueful grim mixed with disappointment. Dan said that Dora had always been like that and they never got along.","Lynn was upset that he 33 ______ family devotion, until she met his sister and her husband.","Lynn was upset that he lacked family devotion, until she met his sister and her husband."
1117,Max,33,reminded,revised,respected,remembered,"Max was a talented actor. He was loved by both the audience and the critics. Max was offered a part in a new play that autumn, but he turned it down. He didn't think it was challenging enough for him. And he's surprised everyone by agreeing to make a movie. They went to Hollywood for the film, and his wife Lucy found it a completely amazing place, filled with remarkable people who couldn't tell the difference between fantasy and life. They lived in a 'bungalow' at the Grand Hotel, with another smaller one for the children and the nurse. And for a year, it was a totally unreal existence. Lucy thought the movie was very good, but Max wasn't pleased. He was relieved to get back to Washington and start rehearsals for a new play in January. He became totally involved in his craft again. Lucy was greatly surprised when Max started teaching young actors. He remembered well his first classes as a student, and how Lucy had insisted that he had to get serious about his career. She made him believe in his talent, but at that time it still seemed like a remote dream to him. She would go to acting classes with him, and she was struck by how talented he was, as was everyone in the class. But his teacher was merciless, and demanded more and more from him. Now Max was teaching young actors, and he turned out to be a very strict teacher.","He 33 ______ well his first classes as a student, and how Lucy had insisted that he had to get serious about his career.","He remembered well his first classes as a student, and how Lucy had insisted that he had to get serious about his career."
1118,Travel friendship,33,provide,found,prepare,organize,"I booked my first hiking trip to Italy a few years ago. I had just moved to the UK so I could not find anyone who wanted to travel with me. It was my first group tour, and, needless to say, was a little worried especially about whom I would be travelling with. But at the welcome dinner on the first night I happened to sit next to a hilarious Hungarian girl called Hanna. Within ten minutes we were giggling like old friends and spent the rest of the holiday laughing, sneaking out for midnight treats and enjoying the time together. I do not know how it happened, but we became the best of friends within just two weeks. When the trip was finished we promised to organize another holiday together. A few months later 1 flew to Hungary to surprise Hanna for her birthday. It was an amazing visit as we went to the Sziget, which is a popular music festival in Budapest, and I spent time with her family in her home town, Eger. Since then, I have moved back to Australia and she has moved to Hong Kong. We have not seen each other for a few years now but we are still such good friends. We have helped each other through breakups, degrees and weird jobs. Now I am trying desperately to find a way to get to Hong Kong to see her as we speak. I still can't believe such a friendship grew out of a little holiday six years ago!",When the trip was finished we promised to 33 ______ another holiday together.,When the trip was finished we promised to organize another holiday together.
1119,Onions and garlic,33,take,do,keep,make,"Long ago there lived two brothers. Joshua and Eli. They lived on a farm and were very poor. Joshua worked hard every day. Eli was lazy and didn't like to work. One day, Joshua heard of a kingdom far away. This kingdom didn't have onions! Hmmmm, thought Joshua and came up. If I could sell them onions, they'd pay a lot of money! He asked to see the king and was granted an audience. Joshua told the king about the onions and the king was curious. He invited Joshua to make a big feast with many dishes prepared with onions. That evening, the king and his guests tasted the dishes. Everyone agreed, the onion made everything taste so much better! The king smiled from ear to ear. He said to Joshua, ""These onions are the most precious thing in my kingdom. In return for them, I will give you their equal weight in the most precious thing I have – diamonds."" Joshua was instantly rich and returned to his village with a wagon full of diamonds. Joshua shared his wealth but his brother Eli was still very jealous. He asked Joshua if this kingdom has garlic. Joshua thought and said, ""In fact, they don't have any garlic."" Hmmmm, thought Eli. If I could sell them garlic, I'd be very rich indeed. Garlic is much tastier than onions. Eli traveled to the kingdom as his brother had done. Just like Joshua, he got an appointment with the king and cooked many dishes. And just like Joshua, the king declared garlic the most precious thing in his kingdom. It was a big hit! The king said, ""I will give you their equal weight in the most precious thing in my kingdom. Here you are - Onions!""",He invited Joshua to 33 ______a big feast with many dishes prepared with onions.,He invited Joshua to makea big feast with many dishes prepared with onions.
1114,An invitation,34,moreover,however,therefore,although,"It was Friday. Adrian's mother called and asked if he wanted to go to a black-tie event with her at the Museum of Science that evening. It was an elegant dinner that the museum gave every year, and she was on the board. Her sister Gladys was supposed to go with her, but she cancelled at the last minute, with a bad cold. He thought about it for a minute and then agreed. It was nice to do something for her. Delia, his mother, was very independent, led a busy life, and rarely asked anything of her son. She told him she thought he'd enjoy it. He had been to the same dinner with her once a few years before, and he knew that the tickets cost a fortune. It was one of the charity things she could do with the money she got from her husband's insurance. Now she went every year and treated her sister to the ticket. His aunt Gladys would never have spent the money, although she could afford to — far more so than his mother. He picked his mother up at her apartment that night. She was wearing a simple black evening gown, and she looked glamorous. Seeing her, he was suddenly reminded of the picture of the countess that he had seen in the gallery that afternoon. His mother had the same aristocratic elegance of another time. And he was proud to be with her, as she took his arm and followed him to the town car he had hired for the evening.","His aunt Gladys would never have spent the money, 34 ______ she could afford to — far more so than his mother.","His aunt Gladys would never have spent the money, although she could afford to — far more so than his mother."
1115,Owen,34,suggested,proposed,submitted,supplied,"Owen was late again. He ran up the stairs and entered a large, elegantly furnished room full of undergraduates and professors, with oil paintings of more ancient versions of the latter decorating the walls. Owen spotted someone he recognized. It was Mr Nelson, who reminded Owen and his friend Lewis that the tutorial would be on Tuesday, at nine o'clock. Lewis made sure that Owen was on time for his first tutorial with Mr Nelson the following morning, but even so, Owen still managed to turn up only moments before the appointed hour. The senior tutor opened his remarks by making it clear that weekly essays were to be delivered every Thursday by five o'clock, and if anyone was late for a tutorial, they should not be surprised to find the door locked. Owen was grateful that his room was a hundred yards from Mr Nelson's, and that his mother supplied him with an alarm clock. The tutorial went far better than Owen had dared to hope. His spirits were raised further when he discovered that evening that the senior tutor shared his love of Boswell, as well as Byron and Wordsworth, and had been a personal friend of Browning. However, Mr Nelson left Owen in no doubt about what would be expected of his assistant in his first year, saying that although the university term was only eight weeks in length, he would be required to work just as hard during the vacation.","Owen was grateful that his room was a hundred yards from Mr Nelson's, and that his mother 34 ______ him with an alarm clock.","Owen was grateful that his room was a hundred yards from Mr Nelson's, and that his mother supplied him with an alarm clock."
1116,Dan and Lynn,34,enjoyed,pleased,satisfied,preferred,"Dan and Lynn had enough to fill their lives. Lynn was totally involved with Dan, night and day, and constantly encouraging him to get serious about his acting. By the autumn of 2006, she knew every play on Broadway and had wormed her way into rehearsals whenever possible. She read every trade paper and notice available, while Dan went to acting school every day. He went to all the auditions she directed him to. It was a joint, effort which bore fruit sooner than they expected. His big break came just after Christmas. He got a leading role in an off-Broadway play, and got extraordinarily good reviews, which won him the respect of the critics. The play closed in four and a half months, but the experience had been invaluable. And that summer while they were in Boston, he decided to look up his sister, Dora. It was embarrassing to realize that in three years, he had never tried to find her. Lynn was upset that he lacked family devotion, until she met his sister and her husband. And then she understood a little better why Dan had preferred to ignore his sister. He tracked her down from the old neighborhood and found her married to an ex-Marine, who greeted them with a constant flood of rude jokes. As for Dora, she was grim and kept silent. It was difficult to believe that she and Dan were even remotely related, and it was a relief when Dan and Lynn finally left their ugly home. Dan took a deep breath of fresh air, and looked at his wife with a rueful grim mixed with disappointment. Dan said that Dora had always been like that and they never got along.",And then she understood a little better why Dan had 34 ______ to ignore his sister.,And then she understood a little better why Dan had preferred to ignore his sister.
1117,Max,34,beaten,blown,kicked,struck,"Max was a talented actor. He was loved by both the audience and the critics. Max was offered a part in a new play that autumn, but he turned it down. He didn't think it was challenging enough for him. And he's surprised everyone by agreeing to make a movie. They went to Hollywood for the film, and his wife Lucy found it a completely amazing place, filled with remarkable people who couldn't tell the difference between fantasy and life. They lived in a 'bungalow' at the Grand Hotel, with another smaller one for the children and the nurse. And for a year, it was a totally unreal existence. Lucy thought the movie was very good, but Max wasn't pleased. He was relieved to get back to Washington and start rehearsals for a new play in January. He became totally involved in his craft again. Lucy was greatly surprised when Max started teaching young actors. He remembered well his first classes as a student, and how Lucy had insisted that he had to get serious about his career. She made him believe in his talent, but at that time it still seemed like a remote dream to him. She would go to acting classes with him, and she was struck by how talented he was, as was everyone in the class. But his teacher was merciless, and demanded more and more from him. Now Max was teaching young actors, and he turned out to be a very strict teacher.","She would go to acting classes with him, and she was 34 ______ by how talented he was, as was everyone in the class.","She would go to acting classes with him, and she was struck by how talented he was, as was everyone in the class."
1118,Travel friendship,34,used,kept,held,spent,"I booked my first hiking trip to Italy a few years ago. I had just moved to the UK so I could not find anyone who wanted to travel with me. It was my first group tour, and, needless to say, was a little worried especially about whom I would be travelling with. But at the welcome dinner on the first night I happened to sit next to a hilarious Hungarian girl called Hanna. Within ten minutes we were giggling like old friends and spent the rest of the holiday laughing, sneaking out for midnight treats and enjoying the time together. I do not know how it happened, but we became the best of friends within just two weeks. When the trip was finished we promised to organize another holiday together. A few months later 1 flew to Hungary to surprise Hanna for her birthday. It was an amazing visit as we went to the Sziget, which is a popular music festival in Budapest, and I spent time with her family in her home town, Eger. Since then, I have moved back to Australia and she has moved to Hong Kong. We have not seen each other for a few years now but we are still such good friends. We have helped each other through breakups, degrees and weird jobs. Now I am trying desperately to find a way to get to Hong Kong to see her as we speak. I still can't believe such a friendship grew out of a little holiday six years ago!","It was an amazing visit as we went to the Sziget, which is a popular music festival in Budapest, and I 34 ______ time with her family in her home town, Eger.","It was an amazing visit as we went to the Sziget, which is a popular music festival in Budapest, and I spent time with her family in her home town, Eger."
1119,Onions and garlic,34,regard,reserve,release,return,"Long ago there lived two brothers. Joshua and Eli. They lived on a farm and were very poor. Joshua worked hard every day. Eli was lazy and didn't like to work. One day, Joshua heard of a kingdom far away. This kingdom didn't have onions! Hmmmm, thought Joshua and came up. If I could sell them onions, they'd pay a lot of money! He asked to see the king and was granted an audience. Joshua told the king about the onions and the king was curious. He invited Joshua to make a big feast with many dishes prepared with onions. That evening, the king and his guests tasted the dishes. Everyone agreed, the onion made everything taste so much better! The king smiled from ear to ear. He said to Joshua, ""These onions are the most precious thing in my kingdom. In return for them, I will give you their equal weight in the most precious thing I have – diamonds."" Joshua was instantly rich and returned to his village with a wagon full of diamonds. Joshua shared his wealth but his brother Eli was still very jealous. He asked Joshua if this kingdom has garlic. Joshua thought and said, ""In fact, they don't have any garlic."" Hmmmm, thought Eli. If I could sell them garlic, I'd be very rich indeed. Garlic is much tastier than onions. Eli traveled to the kingdom as his brother had done. Just like Joshua, he got an appointment with the king and cooked many dishes. And just like Joshua, the king declared garlic the most precious thing in his kingdom. It was a big hit! The king said, ""I will give you their equal weight in the most precious thing in my kingdom. Here you are - Onions!""","In 34 ______ for them, I will give you their equal weight in the most precious thing I have – diamonds."" Joshua was instantly rich and returned to his village with a wagon full of diamonds.","In return for them, I will give you their equal weight in the most precious thing I have – diamonds."" Joshua was instantly rich and returned to his village with a wagon full of diamonds."
1114,An invitation,35,remembered,revised,reviewed,reminded,"It was Friday. Adrian's mother called and asked if he wanted to go to a black-tie event with her at the Museum of Science that evening. It was an elegant dinner that the museum gave every year, and she was on the board. Her sister Gladys was supposed to go with her, but she cancelled at the last minute, with a bad cold. He thought about it for a minute and then agreed. It was nice to do something for her. Delia, his mother, was very independent, led a busy life, and rarely asked anything of her son. She told him she thought he'd enjoy it. He had been to the same dinner with her once a few years before, and he knew that the tickets cost a fortune. It was one of the charity things she could do with the money she got from her husband's insurance. Now she went every year and treated her sister to the ticket. His aunt Gladys would never have spent the money, although she could afford to — far more so than his mother. He picked his mother up at her apartment that night. She was wearing a simple black evening gown, and she looked glamorous. Seeing her, he was suddenly reminded of the picture of the countess that he had seen in the gallery that afternoon. His mother had the same aristocratic elegance of another time. And he was proud to be with her, as she took his arm and followed him to the town car he had hired for the evening.","Seeing her, he was suddenly 35 ______ of the picture of the countess that he had seen in the gallery that afternoon.","Seeing her, he was suddenly reminded of the picture of the countess that he had seen in the gallery that afternoon."
1115,Owen,35,detected,invented,explored,discovered,"Owen was late again. He ran up the stairs and entered a large, elegantly furnished room full of undergraduates and professors, with oil paintings of more ancient versions of the latter decorating the walls. Owen spotted someone he recognized. It was Mr Nelson, who reminded Owen and his friend Lewis that the tutorial would be on Tuesday, at nine o'clock. Lewis made sure that Owen was on time for his first tutorial with Mr Nelson the following morning, but even so, Owen still managed to turn up only moments before the appointed hour. The senior tutor opened his remarks by making it clear that weekly essays were to be delivered every Thursday by five o'clock, and if anyone was late for a tutorial, they should not be surprised to find the door locked. Owen was grateful that his room was a hundred yards from Mr Nelson's, and that his mother supplied him with an alarm clock. The tutorial went far better than Owen had dared to hope. His spirits were raised further when he discovered that evening that the senior tutor shared his love of Boswell, as well as Byron and Wordsworth, and had been a personal friend of Browning. However, Mr Nelson left Owen in no doubt about what would be expected of his assistant in his first year, saying that although the university term was only eight weeks in length, he would be required to work just as hard during the vacation.","His spirits were raised further when he 35 ______ that evening that the senior tutor shared his love of Boswell, as well as Byron and Wordsworth, and had been a personal friend of Browning.","His spirits were raised further when he discovered that evening that the senior tutor shared his love of Boswell, as well as Byron and Wordsworth, and had been a personal friend of Browning."
1116,Dan and Lynn,35,held,made,took,kept,"Dan and Lynn had enough to fill their lives. Lynn was totally involved with Dan, night and day, and constantly encouraging him to get serious about his acting. By the autumn of 2006, she knew every play on Broadway and had wormed her way into rehearsals whenever possible. She read every trade paper and notice available, while Dan went to acting school every day. He went to all the auditions she directed him to. It was a joint, effort which bore fruit sooner than they expected. His big break came just after Christmas. He got a leading role in an off-Broadway play, and got extraordinarily good reviews, which won him the respect of the critics. The play closed in four and a half months, but the experience had been invaluable. And that summer while they were in Boston, he decided to look up his sister, Dora. It was embarrassing to realize that in three years, he had never tried to find her. Lynn was upset that he lacked family devotion, until she met his sister and her husband. And then she understood a little better why Dan had preferred to ignore his sister. He tracked her down from the old neighborhood and found her married to an ex-Marine, who greeted them with a constant flood of rude jokes. As for Dora, she was grim and kept silent. It was difficult to believe that she and Dan were even remotely related, and it was a relief when Dan and Lynn finally left their ugly home. Dan took a deep breath of fresh air, and looked at his wife with a rueful grim mixed with disappointment. Dan said that Dora had always been like that and they never got along.","As for Dora, she was grim and 35 ______ silent.","As for Dora, she was grim and kept silent."
1117,Max,35,commanded,ordered,intended,demanded,"Max was a talented actor. He was loved by both the audience and the critics. Max was offered a part in a new play that autumn, but he turned it down. He didn't think it was challenging enough for him. And he's surprised everyone by agreeing to make a movie. They went to Hollywood for the film, and his wife Lucy found it a completely amazing place, filled with remarkable people who couldn't tell the difference between fantasy and life. They lived in a 'bungalow' at the Grand Hotel, with another smaller one for the children and the nurse. And for a year, it was a totally unreal existence. Lucy thought the movie was very good, but Max wasn't pleased. He was relieved to get back to Washington and start rehearsals for a new play in January. He became totally involved in his craft again. Lucy was greatly surprised when Max started teaching young actors. He remembered well his first classes as a student, and how Lucy had insisted that he had to get serious about his career. She made him believe in his talent, but at that time it still seemed like a remote dream to him. She would go to acting classes with him, and she was struck by how talented he was, as was everyone in the class. But his teacher was merciless, and demanded more and more from him. Now Max was teaching young actors, and he turned out to be a very strict teacher.","But his teacher was merciless, and 35 ______ more and more from him.","But his teacher was merciless, and demanded more and more from him."
1118,Travel friendship,35,through,in,after,for,"I booked my first hiking trip to Italy a few years ago. I had just moved to the UK so I could not find anyone who wanted to travel with me. It was my first group tour, and, needless to say, was a little worried especially about whom I would be travelling with. But at the welcome dinner on the first night I happened to sit next to a hilarious Hungarian girl called Hanna. Within ten minutes we were giggling like old friends and spent the rest of the holiday laughing, sneaking out for midnight treats and enjoying the time together. I do not know how it happened, but we became the best of friends within just two weeks. When the trip was finished we promised to organize another holiday together. A few months later 1 flew to Hungary to surprise Hanna for her birthday. It was an amazing visit as we went to the Sziget, which is a popular music festival in Budapest, and I spent time with her family in her home town, Eger. Since then, I have moved back to Australia and she has moved to Hong Kong. We have not seen each other for a few years now but we are still such good friends. We have helped each other through breakups, degrees and weird jobs. Now I am trying desperately to find a way to get to Hong Kong to see her as we speak. I still can't believe such a friendship grew out of a little holiday six years ago!",We have not seen each other 35 ______ a few years now but we are still such good friends.,We have not seen each other for a few years now but we are still such good friends.
1119,Onions and garlic,35,case,general,spite,fact,"Long ago there lived two brothers. Joshua and Eli. They lived on a farm and were very poor. Joshua worked hard every day. Eli was lazy and didn't like to work. One day, Joshua heard of a kingdom far away. This kingdom didn't have onions! Hmmmm, thought Joshua and came up. If I could sell them onions, they'd pay a lot of money! He asked to see the king and was granted an audience. Joshua told the king about the onions and the king was curious. He invited Joshua to make a big feast with many dishes prepared with onions. That evening, the king and his guests tasted the dishes. Everyone agreed, the onion made everything taste so much better! The king smiled from ear to ear. He said to Joshua, ""These onions are the most precious thing in my kingdom. In return for them, I will give you their equal weight in the most precious thing I have – diamonds."" Joshua was instantly rich and returned to his village with a wagon full of diamonds. Joshua shared his wealth but his brother Eli was still very jealous. He asked Joshua if this kingdom has garlic. Joshua thought and said, ""In fact, they don't have any garlic."" Hmmmm, thought Eli. If I could sell them garlic, I'd be very rich indeed. Garlic is much tastier than onions. Eli traveled to the kingdom as his brother had done. Just like Joshua, he got an appointment with the king and cooked many dishes. And just like Joshua, the king declared garlic the most precious thing in his kingdom. It was a big hit! The king said, ""I will give you their equal weight in the most precious thing in my kingdom. Here you are - Onions!""","Joshua thought and said, ""In 35 ______, they don't have any garlic."" Hmmmm, thought Eli.","Joshua thought and said, ""In fact, they don't have any garlic."" Hmmmm, thought Eli."
1114,An invitation,36,approached,advanced,persuaded,followed,"It was Friday. Adrian's mother called and asked if he wanted to go to a black-tie event with her at the Museum of Science that evening. It was an elegant dinner that the museum gave every year, and she was on the board. Her sister Gladys was supposed to go with her, but she cancelled at the last minute, with a bad cold. He thought about it for a minute and then agreed. It was nice to do something for her. Delia, his mother, was very independent, led a busy life, and rarely asked anything of her son. She told him she thought he'd enjoy it. He had been to the same dinner with her once a few years before, and he knew that the tickets cost a fortune. It was one of the charity things she could do with the money she got from her husband's insurance. Now she went every year and treated her sister to the ticket. His aunt Gladys would never have spent the money, although she could afford to — far more so than his mother. He picked his mother up at her apartment that night. She was wearing a simple black evening gown, and she looked glamorous. Seeing her, he was suddenly reminded of the picture of the countess that he had seen in the gallery that afternoon. His mother had the same aristocratic elegance of another time. And he was proud to be with her, as she took his arm and followed him to the town car he had hired for the evening.","And he was proud to be with her, as she took his arm and 36 ______ him to the town car he had hired for the evening.","And he was proud to be with her, as she took his arm and followed him to the town car he had hired for the evening."
1115,Owen,36,Moreover,Although,Therefore,However,"Owen was late again. He ran up the stairs and entered a large, elegantly furnished room full of undergraduates and professors, with oil paintings of more ancient versions of the latter decorating the walls. Owen spotted someone he recognized. It was Mr Nelson, who reminded Owen and his friend Lewis that the tutorial would be on Tuesday, at nine o'clock. Lewis made sure that Owen was on time for his first tutorial with Mr Nelson the following morning, but even so, Owen still managed to turn up only moments before the appointed hour. The senior tutor opened his remarks by making it clear that weekly essays were to be delivered every Thursday by five o'clock, and if anyone was late for a tutorial, they should not be surprised to find the door locked. Owen was grateful that his room was a hundred yards from Mr Nelson's, and that his mother supplied him with an alarm clock. The tutorial went far better than Owen had dared to hope. His spirits were raised further when he discovered that evening that the senior tutor shared his love of Boswell, as well as Byron and Wordsworth, and had been a personal friend of Browning. However, Mr Nelson left Owen in no doubt about what would be expected of his assistant in his first year, saying that although the university term was only eight weeks in length, he would be required to work just as hard during the vacation.","36 ______, Mr Nelson left Owen in no doubt about what would be expected of his assistant in his first year, saying that although the university term was only eight weeks in length, he would be required to work just as hard during the vacation.","However, Mr Nelson left Owen in no doubt about what would be expected of his assistant in his first year, saying that although the university term was only eight weeks in length, he would be required to work just as hard during the vacation."
1116,Dan and Lynn,36,across,aside,around,along,"Dan and Lynn had enough to fill their lives. Lynn was totally involved with Dan, night and day, and constantly encouraging him to get serious about his acting. By the autumn of 2006, she knew every play on Broadway and had wormed her way into rehearsals whenever possible. She read every trade paper and notice available, while Dan went to acting school every day. He went to all the auditions she directed him to. It was a joint, effort which bore fruit sooner than they expected. His big break came just after Christmas. He got a leading role in an off-Broadway play, and got extraordinarily good reviews, which won him the respect of the critics. The play closed in four and a half months, but the experience had been invaluable. And that summer while they were in Boston, he decided to look up his sister, Dora. It was embarrassing to realize that in three years, he had never tried to find her. Lynn was upset that he lacked family devotion, until she met his sister and her husband. And then she understood a little better why Dan had preferred to ignore his sister. He tracked her down from the old neighborhood and found her married to an ex-Marine, who greeted them with a constant flood of rude jokes. As for Dora, she was grim and kept silent. It was difficult to believe that she and Dan were even remotely related, and it was a relief when Dan and Lynn finally left their ugly home. Dan took a deep breath of fresh air, and looked at his wife with a rueful grim mixed with disappointment. Dan said that Dora had always been like that and they never got along.",Dan said that Dora had always been like that and they never got 36 ______.,Dan said that Dora had always been like that and they never got along.
1117,Max,36,seemed,changed,occurred,turned,"Max was a talented actor. He was loved by both the audience and the critics. Max was offered a part in a new play that autumn, but he turned it down. He didn't think it was challenging enough for him. And he's surprised everyone by agreeing to make a movie. They went to Hollywood for the film, and his wife Lucy found it a completely amazing place, filled with remarkable people who couldn't tell the difference between fantasy and life. They lived in a 'bungalow' at the Grand Hotel, with another smaller one for the children and the nurse. And for a year, it was a totally unreal existence. Lucy thought the movie was very good, but Max wasn't pleased. He was relieved to get back to Washington and start rehearsals for a new play in January. He became totally involved in his craft again. Lucy was greatly surprised when Max started teaching young actors. He remembered well his first classes as a student, and how Lucy had insisted that he had to get serious about his career. She made him believe in his talent, but at that time it still seemed like a remote dream to him. She would go to acting classes with him, and she was struck by how talented he was, as was everyone in the class. But his teacher was merciless, and demanded more and more from him. Now Max was teaching young actors, and he turned out to be a very strict teacher.","Now Max was teaching young actors, and he 36 ______ out to be a very strict teacher.","Now Max was teaching young actors, and he turned out to be a very strict teacher."
1118,Travel friendship,36,have,search,ask,find,"I booked my first hiking trip to Italy a few years ago. I had just moved to the UK so I could not find anyone who wanted to travel with me. It was my first group tour, and, needless to say, was a little worried especially about whom I would be travelling with. But at the welcome dinner on the first night I happened to sit next to a hilarious Hungarian girl called Hanna. Within ten minutes we were giggling like old friends and spent the rest of the holiday laughing, sneaking out for midnight treats and enjoying the time together. I do not know how it happened, but we became the best of friends within just two weeks. When the trip was finished we promised to organize another holiday together. A few months later 1 flew to Hungary to surprise Hanna for her birthday. It was an amazing visit as we went to the Sziget, which is a popular music festival in Budapest, and I spent time with her family in her home town, Eger. Since then, I have moved back to Australia and she has moved to Hong Kong. We have not seen each other for a few years now but we are still such good friends. We have helped each other through breakups, degrees and weird jobs. Now I am trying desperately to find a way to get to Hong Kong to see her as we speak. I still can't believe such a friendship grew out of a little holiday six years ago!",Now I am trying desperately to 36 ______ a way to get to Hong Kong to see her as we speak.,Now I am trying desperately to find a way to get to Hong Kong to see her as we speak.
1119,Onions and garlic,36,promised,insisted,confessed,declared,"Long ago there lived two brothers. Joshua and Eli. They lived on a farm and were very poor. Joshua worked hard every day. Eli was lazy and didn't like to work. One day, Joshua heard of a kingdom far away. This kingdom didn't have onions! Hmmmm, thought Joshua and came up. If I could sell them onions, they'd pay a lot of money! He asked to see the king and was granted an audience. Joshua told the king about the onions and the king was curious. He invited Joshua to make a big feast with many dishes prepared with onions. That evening, the king and his guests tasted the dishes. Everyone agreed, the onion made everything taste so much better! The king smiled from ear to ear. He said to Joshua, ""These onions are the most precious thing in my kingdom. In return for them, I will give you their equal weight in the most precious thing I have – diamonds."" Joshua was instantly rich and returned to his village with a wagon full of diamonds. Joshua shared his wealth but his brother Eli was still very jealous. He asked Joshua if this kingdom has garlic. Joshua thought and said, ""In fact, they don't have any garlic."" Hmmmm, thought Eli. If I could sell them garlic, I'd be very rich indeed. Garlic is much tastier than onions. Eli traveled to the kingdom as his brother had done. Just like Joshua, he got an appointment with the king and cooked many dishes. And just like Joshua, the king declared garlic the most precious thing in his kingdom. It was a big hit! The king said, ""I will give you their equal weight in the most precious thing in my kingdom. Here you are - Onions!""","And just like Joshua, the king 36 ______ garlic the most precious thing in his kingdom.","And just like Joshua, the king declared garlic the most precious thing in his kingdom."
1111,Ronda,30,entered,achieved,reached,arrived,"It was pouring rain on Tuesday morning. Ronda's umbrella had turned inside out as soon as she left the subway, and she was soaked. She felt like a drowned rat. Ronda Jones arrived at the bank before Jeff Butler. Jeff looked no better when he came. He had forgotten his umbrella in the taxi he had taken from Christie's Auction House, and he was ten minutes late. Traffic had been awful. She saw him glancing around the lobby of the bank when he got there, trying to figure out who she was. She noticed how tall he was. He appeared very businesslike. He looked more like a banker than an auctioneer. ""Miss Jones?"" Jeff asked, looking uncertain as she smiled, nodded, and shook his hand. Then she introduced him to Fred Parker. Jeff seemed pleasant and polite, as the two men greeted each other. They followed Fred Parker downstairs to the safe deposit boxes. Now all they had to do was make a decision on how to dispose of the jewels. They had stopped running the notices that week, and no heirs had been found. Ronda regretted that no one had surfaced. It was a shame that family jewels with a long history were to be auctioned off and some rich stranger would buy then.",Ronda Jones 30 ______ at the bank before Jeff Butler.,Ronda Jones arrived at the bank before Jeff Butler.
1111,Ronda,31,inspecting,peeping,viewing,glancing,"It was pouring rain on Tuesday morning. Ronda's umbrella had turned inside out as soon as she left the subway, and she was soaked. She felt like a drowned rat. Ronda Jones arrived at the bank before Jeff Butler. Jeff looked no better when he came. He had forgotten his umbrella in the taxi he had taken from Christie's Auction House, and he was ten minutes late. Traffic had been awful. She saw him glancing around the lobby of the bank when he got there, trying to figure out who she was. She noticed how tall he was. He appeared very businesslike. He looked more like a banker than an auctioneer. ""Miss Jones?"" Jeff asked, looking uncertain as she smiled, nodded, and shook his hand. Then she introduced him to Fred Parker. Jeff seemed pleasant and polite, as the two men greeted each other. They followed Fred Parker downstairs to the safe deposit boxes. Now all they had to do was make a decision on how to dispose of the jewels. They had stopped running the notices that week, and no heirs had been found. Ronda regretted that no one had surfaced. It was a shame that family jewels with a long history were to be auctioned off and some rich stranger would buy then.","She saw him 31 ______ around the lobby of the bank when he got there, trying to figure out who she was.","She saw him glancing around the lobby of the bank when he got there, trying to figure out who she was."
1111,Ronda,32,remarked,recognized,indicated,noticed,"It was pouring rain on Tuesday morning. Ronda's umbrella had turned inside out as soon as she left the subway, and she was soaked. She felt like a drowned rat. Ronda Jones arrived at the bank before Jeff Butler. Jeff looked no better when he came. He had forgotten his umbrella in the taxi he had taken from Christie's Auction House, and he was ten minutes late. Traffic had been awful. She saw him glancing around the lobby of the bank when he got there, trying to figure out who she was. She noticed how tall he was. He appeared very businesslike. He looked more like a banker than an auctioneer. ""Miss Jones?"" Jeff asked, looking uncertain as she smiled, nodded, and shook his hand. Then she introduced him to Fred Parker. Jeff seemed pleasant and polite, as the two men greeted each other. They followed Fred Parker downstairs to the safe deposit boxes. Now all they had to do was make a decision on how to dispose of the jewels. They had stopped running the notices that week, and no heirs had been found. Ronda regretted that no one had surfaced. It was a shame that family jewels with a long history were to be auctioned off and some rich stranger would buy then.",She 32 ______ how tall he was.,She noticed how tall he was.
