target_unit,target_head,correct_element,lexical_category,subcategory,source_target,error_variant,error_type,learner_sentence,correct_sentence,comment,source_error
benefit,benefit,,similar_words,,statistics,,,,,,REALEC
The discovery of oil brought,the,of,similar_words,,statistics,,,,,,REALEC
many benefits to the town,many,to,similar_words,,statistics,,,,,,REALEC
unemployment/housing/,unemployment,,similar_words,,statistics,,,,,,REALEC
sickness/ disability benefit,sickness,,similar_words,,statistics,,,,,,REALEC
I’m on benefit at the moment,i,on at,similar_words,,statistics,,,,,,REALEC
team,team,,similar_words,,statistics,,,,,,REALEC
a basketball/hockey/cricket/,a,,similar_words,,statistics,,,,,,REALEC
football team,football,,similar_words,,statistics,,,,,,REALEC
home/visiting/national/rival,home,,similar_words,,statistics,,,,,,REALEC
a team of investigators/ editors,a,of,similar_words,,statistics,,,,,,REALEC
to work in a team,to,to in,similar_words,,statistics,,,,,,REALEC
It was a real team effort,it,,similar_words,,statistics,,,,,,REALEC
everyone contributed something,everyone,,similar_words,,statistics,,,,,,REALEC
to the success of the project,to,to of,similar_words,,statistics,,,,,,REALEC
crew,crew,,similar_words,,statistics,,,,,,REALEC
an ambulance/lifeboat crew,an,,similar_words,,statistics,,,,,,REALEC
a TV/film/camera crew,a,,similar_words,,statistics,,,,,,REALEC
The aircraft has a crew of seven,the,of,similar_words,,statistics,,,,,,REALEC
staff,staff,,similar_words,,statistics,,,,,,REALEC
It is a small hospital with a staff,it,with,similar_words,,statistics,,,,,,REALEC
of just over a hundred,of,of over,similar_words,,statistics,,,,,,REALEC
He is on (= a member of) the,he,on of,similar_words,,statistics,,,,,,REALEC
editorial staff of the magazine,editorial,of,similar_words,,statistics,,,,,,REALEC
Free meals are one of the,free,of,similar_words,,statistics,,,,,,REALEC
of this job,of,of,similar_words,,statistics,,,,,,REALEC
Cruise,cruise,,similar_words,,statistics,,,,,,REALEC
ships,ships,,similar_words,,statistics,,,,,,REALEC
resemble,resemble,,similar_words,,statistics,,,,,,REALEC
giant,giant,,similar_words,,statistics,,,,,,REALEC
floating,floating,,similar_words,,statistics,,,,,,REALEC
hotels,hotels,,similar_words,,statistics,,,,,,REALEC
employing thousands of,employing,of,similar_words,,statistics,,,,,,REALEC
members,members,,similar_words,,statistics,,,,,,REALEC
on sales is a traditional way for,on,on for,similar_words,,statistics,,,,,,REALEC
companies to pay their sales reps,companies,to,similar_words,,statistics,,,,,,REALEC
There is a good relationship between,there,between,similar_words,,statistics,,,,,,REALEC
and pupils at the school,and,at,similar_words,,statistics,,,,,,REALEC
His monthly,his,,similar_words,,statistics,,,,,,REALEC
is £500,is,,similar_words,,statistics,,,,,,REALEC
They are the worst,they,,similar_words,,statistics,,,,,,REALEC
in baseball,in,in,similar_words,,statistics,,,,,,REALEC
We receive annual,we,,similar_words,,statistics,,,,,,REALEC
at the end of the year,at,at of,similar_words,,statistics,,,,,,REALEC
What’s the starting hourly,what,,similar_words,,statistics,,,,,,REALEC
for a waiter,for,for,similar_words,,statistics,,,,,,REALEC
at Olive Garden,at,at,similar_words,,statistics,,,,,,REALEC
valuable/invaluable/valueless/priceless,valuable,,similar_words,,statistics,,,,,,REALEC
skills/qualities/experience/qualifications,skills,,similar_words,,statistics,,,,,,REALEC
wage,wage,,similar_words,,statistics,,,,,,REALEC
commission,commission,,similar_words,,statistics,,,,,,REALEC
perks,perks,,similar_words,,statistics,,,,,,REALEC
bonuses,bonuses,,similar_words,,statistics,,,,,,REALEC
valuable,valuable,,similar_words,,statistics,,,,,,REALEC
Gold is more valuable than silver,gold,,similar_words,,statistics,,,,,,REALEC
It’s extremely valuable to know,it,to,similar_words,,statistics,,,,,,REALEC
The new job will provide you with,the,with,similar_words,,statistics,,,,,,REALEC
invaluable experience,invaluable,,similar_words,,statistics,,,,,,REALEC
Such data will prove invaluable,such,,similar_words,,statistics,,,,,,REALEC
to/for researchers,to,to for,similar_words,,statistics,,,,,,REALEC
valueless,valueless,,similar_words,,statistics,,,,,,REALEC
We thought the chair was an,we,,similar_words,,statistics,,,,,,REALEC
"antique worth a lot of money, but",antique,of,similar_words,,statistics,,,,,,REALEC
it turned out to be a valueless,it,out to,similar_words,,statistics,,,,,,REALEC
replica,replica,,similar_words,,statistics,,,,,,REALEC
His comments were so general as,his,,similar_words,,statistics,,,,,,REALEC
to be nearly valueless,to,to,similar_words,,statistics,,,,,,REALEC
This,this,,similar_words,,statistics,,,,,,REALEC
collection,collection,,similar_words,,statistics,,,,,,REALEC
manuscripts,manuscripts,,similar_words,,statistics,,,,,,REALEC
not,not,,similar_words,,statistics,,,,,,REALEC
very,very,,similar_words,,statistics,,,,,,REALEC
Ron had great writing,ron,,similar_words,,statistics,,,,,,REALEC
I don’t want to sell this antique furniture. I think,i,to,similar_words,,statistics,,,,,,REALEC
it’s,it,,similar_words,,statistics,,,,,,REALEC
We decided not to buy that painting because it was,we,to,similar_words,,statistics,,,,,,REALEC
absolutely,absolutely,,similar_words,,statistics,,,,,,REALEC
She has years of,she,of,similar_words,,statistics,,,,,,REALEC
in the computer industry,in,in,similar_words,,statistics,,,,,,REALEC
The results of this research will be extremely,the,of,similar_words,,statistics,,,,,,REALEC
for medicine,for,for,similar_words,,statistics,,,,,,REALEC
His personal,his,,similar_words,,statistics,,,,,,REALEC
made him a strong leader,made,,similar_words,,statistics,,,,,,REALEC
The Internet is an,the,,similar_words,,statistics,,,,,,REALEC
resource for students,resource,for,similar_words,,statistics,,,,,,REALEC
Gregory finished special courses and got recognized,gregory,,similar_words,,statistics,,,,,,REALEC
in design,in,in,similar_words,,statistics,,,,,,REALEC
priceless,priceless,,similar_words,,statistics,,,,,,REALEC
A priceless collection of vases,a,of,similar_words,,statistics,,,,,,REALEC
was destroyed,was,,similar_words,,statistics,,,,,,REALEC
Her knowledge and experience,her,,similar_words,,statistics,,,,,,REALEC
would make her a priceless,would,,similar_words,,statistics,,,,,,REALEC
(= extremely useful) asset to the,extremely,to,similar_words,,statistics,,,,,,REALEC
skills,skills,,similar_words,,statistics,,,,,,REALEC
The course helped me to gain,the,to,similar_words,,statistics,,,,,,REALEC
necessary speaking skills,necessary,,similar_words,,statistics,,,,,,REALEC
qualities,qualities,,similar_words,,statistics,,,,,,REALEC
personal/leadership qualities,personal,,similar_words,,statistics,,,,,,REALEC
Do you possess the right personal,do,,similar_words,,statistics,,,,,,REALEC
qualities to be a teacher,qualities,to,similar_words,,statistics,,,,,,REALEC
qualifica,qualifica,,similar_words,,statistics,,,,,,REALEC
tions,tions,,similar_words,,statistics,,,,,,REALEC
Simon left school with no,simon,with,similar_words,,statistics,,,,,,REALEC
qualifications,qualifications,,similar_words,,statistics,,,,,,REALEC
experience опыт,experience,,similar_words,,statistics,,,,,,REALEC
get/gain experience in sth,get,in,similar_words,,statistics,,,,,,REALEC
You don’t need any experience to,you,to,similar_words,,statistics,,,,,,REALEC
work here,work,,similar_words,,statistics,,,,,,REALEC
I had a bad experience in the last,i,in,similar_words,,statistics,,,,,,REALEC
place I worked,place,,similar_words,,statistics,,,,,,REALEC
valuable (2) invaluable valueless priceless skills,valuable,,similar_words,,statistics,,,,,,REALEC
qualities qualification experience,qualities,,similar_words,,statistics,,,,,,REALEC
discover/detect/invent/explore/develop,discover,,similar_words,,statistics,,,,,,REALEC
investigation/research/survey,investigation,,similar_words,,statistics,,,,,,REALEC
discover,discover,,similar_words,,statistics,,,,,,REALEC
We had been looking for the,we,for,similar_words,,statistics,,,,,,REALEC
missing papers all morning and,missing,,similar_words,,statistics,,,,,,REALEC
finally discovered them in a,finally,in,similar_words,,statistics,,,,,,REALEC
drawer,drawer,,similar_words,,statistics,,,,,,REALEC
detect,detect,,similar_words,,statistics,,,,,,REALEC
to detect a target/ leak/ defect/,to,to,similar_words,,statistics,,,,,,REALEC
fault,fault,,similar_words,,statistics,,,,,,REALEC
Financial experts have detected,financial,,similar_words,,statistics,,,,,,REALEC
signs that the economy is,signs,,similar_words,,statistics,,,,,,REALEC
beginning to improve,beginning,to,similar_words,,statistics,,,,,,REALEC
I thought I detected a hint of,i,of,similar_words,,statistics,,,,,,REALEC
irony in her words,irony,in,similar_words,,statistics,,,,,,REALEC
invent,invent,,similar_words,,statistics,,,,,,REALEC
The telephone was invented by,the,by,similar_words,,statistics,,,,,,REALEC
Alexander Graham Bell,alexander,,similar_words,,statistics,,,,,,REALEC
But I didn’t invent the story -,but,,similar_words,,statistics,,,,,,REALEC
everything I told you is true,everything,,similar_words,,statistics,,,,,,REALEC
explore,explore,,similar_words,,statistics,,,,,,REALEC
The children have gone,the,,similar_words,,statistics,,,,,,REALEC
exploring the island,exploring,,similar_words,,statistics,,,,,,REALEC
Let’s explore this issue/idea,let,,similar_words,,statistics,,,,,,REALEC
more fully,more,,similar_words,,statistics,,,,,,REALEC
develop,develop,,similar_words,,statistics,,,,,,REALEC
This country is rapidly,this,,similar_words,,statistics,,,,,,REALEC
developing its tourist industry,developing,,similar_words,,statistics,,,,,,REALEC
investiga,investiga,,similar_words,,statistics,,,,,,REALEC
tion,tion,,similar_words,,statistics,,,,,,REALEC
a thorough investigation of the,a,of,similar_words,,statistics,,,,,,REALEC
"Currently, the individuals who",currently,,similar_words,,statistics,,,,,,REALEC
might have caused the accident,might,,similar_words,,statistics,,,,,,REALEC
are subject to/under,are,to under,similar_words,,statistics,,,,,,REALEC
investigation,investigation,,similar_words,,statistics,,,,,,REALEC
scientific/medical research,scientific,,similar_words,,statistics,,,,,,REALEC
a research student/assistant/,a,,similar_words,,statistics,,,,,,REALEC
laboratory,laboratory,,similar_words,,statistics,,,,,,REALEC
They are carrying out/,they,out,similar_words,,statistics,,,,,,REALEC
conducting/doing some,conducting,,similar_words,,statistics,,,,,,REALEC
fascinating research into/on,fascinating,into on,similar_words,,statistics,,,,,,REALEC
the language of dolphins,the,of,similar_words,,statistics,,,,,,REALEC
survey,survey,,similar_words,,statistics,,,,,,REALEC
A recent survey found/,a,,similar_words,,statistics,,,,,,REALEC
revealed/showed that 58% of,revealed,of,similar_words,,statistics,,,,,,REALEC
people did not know where their,people,,similar_words,,statistics,,,,,,REALEC
heart is,heart,,similar_words,,statistics,,,,,,REALEC
to conduct/carry out/do a,to,to out,similar_words,,statistics,,,,,,REALEC
tool,tool,,similar_words,,statistics,,,,,,REALEC
kitchen/gardening/dental/,kitchen,,similar_words,,statistics,,,,,,REALEC
machine tools,machine,,similar_words,,statistics,,,,,,REALEC
a set of tools,a,of,similar_words,,statistics,,,,,,REALEC
Words are essential tools for,words,for,similar_words,,statistics,,,,,,REALEC
formulating and,formulating,,similar_words,,statistics,,,,,,REALEC
communicating thoughts,communicating,,similar_words,,statistics,,,,,,REALEC
appliance,appliance,,similar_words,,statistics,,,,,,REALEC
household/kitchen appliances,household,,similar_words,,statistics,,,,,,REALEC
We stock a wide range of,we,of,similar_words,,statistics,,,,,,REALEC
"domestic appliances, including",domestic,,similar_words,,statistics,,,,,,REALEC
fridges and dishwashers,fridges,,similar_words,,statistics,,,,,,REALEC
domestic electric appliances,domestic,,similar_words,,statistics,,,,,,REALEC
gadget,gadget,,similar_words,,statistics,,,,,,REALEC
kitchen gadgets,kitchen,,similar_words,,statistics,,,,,,REALEC
This expensive car is full of,this,of,similar_words,,statistics,,,,,,REALEC
gadgets,gadgets,,similar_words,,statistics,,,,,,REALEC
equip,equip,,similar_words,,statistics,,,,,,REALEC
ment,ment,,similar_words,,statistics,,,,,,REALEC
office/camping/safety/kitchen,office,,similar_words,,statistics,,,,,,REALEC
equipment,equipment,,similar_words,,statistics,,,,,,REALEC
electrical equipment,electrical,,similar_words,,statistics,,,,,,REALEC
A computer is the most,a,,similar_words,,statistics,,,,,,REALEC
important piece of equipment,important,of,similar_words,,statistics,,,,,,REALEC
you will buy,you,,similar_words,,statistics,,,,,,REALEC
Our,our,,similar_words,,statistics,,,,,,REALEC
scientific,scientific,,similar_words,,statistics,,,,,,REALEC
has,has,,similar_words,,statistics,,,,,,REALEC
got,got,,similar_words,,statistics,,,,,,REALEC
the,the,,similar_words,,statistics,,,,,,REALEC
latest,latest,,similar_words,,statistics,,,,,,REALEC
Now it is really modern,now,,similar_words,,statistics,,,,,,REALEC
The best way to,the,to,similar_words,,statistics,,,,,,REALEC
the countryside is on,the,on,similar_words,,statistics,,,,,,REALEC
foot,foot,,similar_words,,statistics,,,,,,REALEC
This crime is still under,this,under,similar_words,,statistics,,,,,,REALEC
by the police,by,by,similar_words,,statistics,,,,,,REALEC
Thomas Edison,thomas,,similar_words,,statistics,,,,,,REALEC
the phonograph,the,,similar_words,,statistics,,,,,,REALEC
All household,all,,similar_words,,statistics,,,,,,REALEC
are now on sale in this,are,on in,similar_words,,statistics,,,,,,REALEC
shop,shop,,similar_words,,statistics,,,,,,REALEC
The island has,the,,similar_words,,statistics,,,,,,REALEC
its economy around,its,around,similar_words,,statistics,,,,,,REALEC
tourism,tourism,,similar_words,,statistics,,,,,,REALEC
The group carries out,the,out,similar_words,,statistics,,,,,,REALEC
in the field of,in,in of,similar_words,,statistics,,,,,,REALEC
geochemistry,geochemistry,,similar_words,,statistics,,,,,,REALEC
Everyone,everyone,,similar_words,,statistics,,,,,,REALEC
knows,knows,,similar_words,,statistics,,,,,,REALEC
that,that,,similar_words,,statistics,,,,,,REALEC
Christopher,christopher,,similar_words,,statistics,,,,,,REALEC
Columbus,columbus,,similar_words,,statistics,,,,,,REALEC
America,america,,similar_words,,statistics,,,,,,REALEC
You need contemporary gardening,you,,similar_words,,statistics,,,,,,REALEC
to keep your garden in good condition,to,to in,similar_words,,statistics,,,,,,REALEC
technical/technological/technology/techniques,technical,,similar_words,,statistics,,,,,,REALEC
tools,tools,,similar_words,,statistics,,,,,,REALEC
appliances,appliances,,similar_words,,statistics,,,,,,REALEC
electric,electric,,similar_words,,statistics,,,,,,REALEC
an electric blanket/car/,an,,similar_words,,statistics,,,,,,REALEC
kettle/light,kettle,,similar_words,,statistics,,,,,,REALEC
an electric drill/razor/,an,,similar_words,,statistics,,,,,,REALEC
toothbrush,toothbrush,,similar_words,,statistics,,,,,,REALEC
an electric socket/plug/cable,an,,similar_words,,statistics,,,,,,REALEC
an electric current,an,,similar_words,,statistics,,,,,,REALEC
an electric performance,an,,similar_words,,statistics,,,,,,REALEC
The atmosphere here tonight,the,,similar_words,,statistics,,,,,,REALEC
is absolutely electric,is,,similar_words,,statistics,,,,,,REALEC
electrical,electrical,,similar_words,,statistics,,,,,,REALEC
electrical equipment/goods/,electrical,,similar_words,,statistics,,,,,,REALEC
devices,devices,,similar_words,,statistics,,,,,,REALEC
an electrical fuse/circuit/,an,,similar_words,,statistics,,,,,,REALEC
an electrical engineer/,an,,similar_words,,statistics,,,,,,REALEC
engineering,engineering,,similar_words,,statistics,,,,,,REALEC
The fire was caused by an,the,by,similar_words,,statistics,,,,,,REALEC
electrical fault,electrical,,similar_words,,statistics,,,,,,REALEC
eligible,eligible,,similar_words,,statistics,,,,,,REALEC
Only people over 18 are,only,over,similar_words,,statistics,,,,,,REALEC
eligible to vote,eligible,to,similar_words,,statistics,,,,,,REALEC
You might be eligible for a,you,for,similar_words,,statistics,,,,,,REALEC
grant,grant,,similar_words,,statistics,,,,,,REALEC
illegible,illegible,,similar_words,,statistics,,,,,,REALEC
His writing is almost illegible,his,,similar_words,,statistics,,,,,,REALEC
technical,technical,,similar_words,,statistics,,,,,,REALEC
a technical problem/ hitch/,a,,similar_words,,statistics,,,,,,REALEC
glitch/fault,glitch,,similar_words,,statistics,,,,,,REALEC
technical support/expert/,technical,,similar_words,,statistics,,,,,,REALEC
college,college,,similar_words,,statistics,,,,,,REALEC
The job requires someone with,the,with,similar_words,,statistics,,,,,,REALEC
specialized scientific and,specialized,,similar_words,,statistics,,,,,,REALEC
technical knowledge,technical,,similar_words,,statistics,,,,,,REALEC
In her performance as the,in,in,similar_words,,statistics,,,,,,REALEC
Snow Queen she showed great,snow,,similar_words,,statistics,,,,,,REALEC
technical brilliance,technical,,similar_words,,statistics,,,,,,REALEC
techno,techno,,similar_words,,statistics,,,,,,REALEC
logical,logical,,similar_words,,statistics,,,,,,REALEC
technological progress/,technological,,similar_words,,statistics,,,,,,REALEC
advances/change,advances,,similar_words,,statistics,,,,,,REALEC
Technological advances in,technological,in,similar_words,,statistics,,,,,,REALEC
telecommunications will,telecommunications,,similar_words,,statistics,,,,,,REALEC
reduce the need for many,reduce,for,similar_words,,statistics,,,,,,REALEC
people to travel to work,people,to to,similar_words,,statistics,,,,,,REALEC
technolo,technolo,,similar_words,,statistics,,,,,,REALEC
high technology/information,high,,similar_words,,statistics,,,,,,REALEC
technology,technology,,similar_words,,statistics,,,,,,REALEC
Modern technology is,modern,,similar_words,,statistics,,,,,,REALEC
"amazing, isn’t it",amazing,,similar_words,,statistics,,,,,,REALEC
What this country needs is a,what,,similar_words,,statistics,,,,,,REALEC
long-term policy for,long,for,similar_words,,statistics,,,,,,REALEC
investment in science and,investment,in,similar_words,,statistics,,,,,,REALEC
The pianist gave an,the,,similar_words,,statistics,,,,,,REALEC
performance,performance,,similar_words,,statistics,,,,,,REALEC
Recent advances in medical,recent,in,similar_words,,statistics,,,,,,REALEC
have,have,,similar_words,,statistics,,,,,,REALEC
saved countless lives,saved,,similar_words,,statistics,,,,,,REALEC
We learned some,we,,similar_words,,statistics,,,,,,REALEC
for relieving stress,for,for,similar_words,,statistics,,,,,,REALEC
Are you,are,,similar_words,,statistics,,,,,,REALEC
for early retirement leave,for,for,similar_words,,statistics,,,,,,REALEC
You can’t stop,you,,similar_words,,statistics,,,,,,REALEC
progress even if you,progress,,similar_words,,statistics,,,,,,REALEC
want to do it,want,to,similar_words,,statistics,,,,,,REALEC
engineers design new and better,engineers,,similar_words,,statistics,,,,,,REALEC
electronics,electronics,,similar_words,,statistics,,,,,,REALEC
If you have any problems with your new computer,if,with,similar_words,,statistics,,,,,,REALEC
we offer 24-hour,we,,similar_words,,statistics,,,,,,REALEC
support,support,,similar_words,,statistics,,,,,,REALEC
Megan’s handwriting is absolutely,megan,,similar_words,,statistics,,,,,,REALEC
convenient/comfortable/suitable,convenient,,similar_words,,statistics,,,,,,REALEC
acting/ dance/ relaxation,acting,,similar_words,,statistics,,,,,,REALEC
technique,technique,,similar_words,,statistics,,,,,,REALEC
statistical/analytical/surgical,statistical,,similar_words,,statistics,,,,,,REALEC
techniques,techniques,,similar_words,,statistics,,,,,,REALEC
We have developed a new,we,,similar_words,,statistics,,,,,,REALEC
technique for detecting,technique,for,similar_words,,statistics,,,,,,REALEC
errors,errors,,similar_words,,statistics,,,,,,REALEC
technological,technological,,similar_words,,statistics,,,,,,REALEC
absolute/perfect pitch,absolute,,similar_words,,statistics,,,,,,REALEC
She sings well since she’s got,she,,similar_words,,statistics,,,,,,REALEC
perfect pitch,perfect,,similar_words,,statistics,,,,,,REALEC
The piano and organ were tuned,the,,similar_words,,statistics,,,,,,REALEC
to the same pitch (= note),to,to,similar_words,,statistics,,,,,,REALEC
voice,voice,,similar_words,,statistics,,,,,,REALEC
in a low/deep/bored voice,in,in,similar_words,,statistics,,,,,,REALEC
a low-pitched/high-pitched,a,,similar_words,,statistics,,,,,,REALEC
She has a loud/quiet/soft voice,she,,similar_words,,statistics,,,,,,REALEC
She lowered her voice to a,she,to,similar_words,,statistics,,,,,,REALEC
whisper,whisper,,similar_words,,statistics,,,,,,REALEC
vocal,vocal,,similar_words,,statistics,,,,,,REALEC
Who is on backing vocals,who,on,similar_words,,statistics,,,,,,REALEC
The vocals are shared by two,the,by,similar_words,,statistics,,,,,,REALEC
members of the band,members,of,similar_words,,statistics,,,,,,REALEC
the classical world,the,,similar_words,,statistics,,,,,,REALEC
classical music/composers,classical,,similar_words,,statistics,,,,,,REALEC
classical art/literature/,classical,,similar_words,,statistics,,,,,,REALEC
mythology,mythology,,similar_words,,statistics,,,,,,REALEC
Do you enjoy classical music or,do,,similar_words,,statistics,,,,,,REALEC
pop music,pop,,similar_words,,statistics,,,,,,REALEC
classic,classic,,similar_words,,statistics,,,,,,REALEC
He had all the classic symptoms,he,,similar_words,,statistics,,,,,,REALEC
of flu,of,of,similar_words,,statistics,,,,,,REALEC
She wore a classic navy suit,she,,similar_words,,statistics,,,,,,REALEC
conven,conven,,similar_words,,statistics,,,,,,REALEC
ient,ient,,similar_words,,statistics,,,,,,REALEC
Our local shop has very,our,,similar_words,,statistics,,,,,,REALEC
convenient opening hours,convenient,,similar_words,,statistics,,,,,,REALEC
A bike’s a very convenient way,a,,similar_words,,statistics,,,,,,REALEC
of getting around,of,of around,similar_words,,statistics,,,,,,REALEC
fortable,fortable,,similar_words,,statistics,,,,,,REALEC
a comfortable bed/sofa/shoes/,a,,similar_words,,statistics,,,,,,REALEC
trousers,trousers,,similar_words,,statistics,,,,,,REALEC
I don’t feel comfortable in high,i,in,similar_words,,statistics,,,,,,REALEC
heels,heels,,similar_words,,statistics,,,,,,REALEC
Do sit down and make yourself,do,down,similar_words,,statistics,,,,,,REALEC
comfortable,comfortable,,similar_words,,statistics,,,,,,REALEC
suitable,suitable,,similar_words,,statistics,,,,,,REALEC
The film is suitable for children,the,for,similar_words,,statistics,,,,,,REALEC
My mother doesn’t let me wear,my,,similar_words,,statistics,,,,,,REALEC
short skirts to church - she,short,to,similar_words,,statistics,,,,,,REALEC
doesn’t think they’re suitable,doesn,,similar_words,,statistics,,,,,,REALEC
enough in this chair,enough,in,similar_words,,statistics,,,,,,REALEC
Can I remove the,can,,similar_words,,statistics,,,,,,REALEC
from a recording to,from,from to,similar_words,,statistics,,,,,,REALEC
make a Karaoke track,make,,similar_words,,statistics,,,,,,REALEC
If it’s,if,,similar_words,,statistics,,,,,,REALEC
call me tomorrow before noon,call,before,similar_words,,statistics,,,,,,REALEC
She,she,,similar_words,,statistics,,,,,,REALEC
plays,plays,,similar_words,,statistics,,,,,,REALEC
piano,piano,,similar_words,,statistics,,,,,,REALEC
she,she,,similar_words,,statistics,,,,,,REALEC
absolute,absolute,,similar_words,,statistics,,,,,,REALEC
Hamlet is a,hamlet,,similar_words,,statistics,,,,,,REALEC
example of a tragedy,example,of,similar_words,,statistics,,,,,,REALEC
These toys are not,these,,similar_words,,statistics,,,,,,REALEC
for children under,for,for under,similar_words,,statistics,,,,,,REALEC
five,five,,similar_words,,statistics,,,,,,REALEC
I’ve got a cold and I think I’m losing my,i,,similar_words,,statistics,,,,,,REALEC
I can’t talk at all,i,at,similar_words,,statistics,,,,,,REALEC
I don’t mind listening to,i,to,similar_words,,statistics,,,,,,REALEC
music,music,,similar_words,,statistics,,,,,,REALEC
collect/pick/gather; specially/especially,collect,,similar_words,,statistics,,,,,,REALEC
pitch voice vocal classical classic convenient,pitch,,similar_words,,statistics,,,,,,REALEC
comfortable suitable,comfortable,,similar_words,,statistics,,,,,,REALEC
opportunity,opportunity,,similar_words,,statistics,,,,,,REALEC
equal opportunities,equal,,similar_words,,statistics,,,,,,REALEC
I’d like to take this,i,to,similar_words,,statistics,,,,,,REALEC
opportunity to thank all of,opportunity,to of,similar_words,,statistics,,,,,,REALEC
you for coming,you,for,similar_words,,statistics,,,,,,REALEC
I was never given the,i,,similar_words,,statistics,,,,,,REALEC
opportunity of going to,opportunity,of to,similar_words,,statistics,,,,,,REALEC
possibility,possibility,,similar_words,,statistics,,,,,,REALEC
The forecast said that there’s,the,,similar_words,,statistics,,,,,,REALEC
a possibility of snow tonight,a,of,similar_words,,statistics,,,,,,REALEC
‘Have you decided what to,have,to,similar_words,,statistics,,,,,,REALEC
"do’ ‘No, I’m still",do,,similar_words,,statistics,,,,,,REALEC
considering various,considering,,similar_words,,statistics,,,,,,REALEC
possibilities.’,possibilities,,similar_words,,statistics,,,,,,REALEC
specially,specially,,similar_words,,statistics,,,,,,REALEC
This is a specially good wine,this,,similar_words,,statistics,,,,,,REALEC
These coats are specially,these,,similar_words,,statistics,,,,,,REALEC
treated to be water repellent,treated,to,similar_words,,statistics,,,,,,REALEC
When did you start,when,,similar_words,,statistics,,,,,,REALEC
stamps,stamps,,similar_words,,statistics,,,,,,REALEC
She has got a wheelchair that was,she,,similar_words,,statistics,,,,,,REALEC
made for her,made,for,similar_words,,statistics,,,,,,REALEC
One,,,similar_words,,statistics,,,,,,REALEC
for the weekend is to rent a car,for,for to,similar_words,,statistics,,,,,,REALEC
and go to the beach,and,to,similar_words,,statistics,,,,,,REALEC
Football fans,football,,similar_words,,statistics,,,,,,REALEC
around the TV in the,around,around in,similar_words,,statistics,,,,,,REALEC
corner of the bar and watched the match,corner,of,similar_words,,statistics,,,,,,REALEC
Young people,young,,similar_words,,statistics,,,,,,REALEC
"teenagers, enjoy",teenagers,,similar_words,,statistics,,,,,,REALEC
extreme sports,extreme,,similar_words,,statistics,,,,,,REALEC
Modern machines can,modern,,similar_words,,statistics,,,,,,REALEC
the fruit from,the,from,similar_words,,statistics,,,,,,REALEC
the trees,the,,similar_words,,statistics,,,,,,REALEC
People have more leisure,people,,similar_words,,statistics,,,,,,REALEC
nowadays,nowadays,,similar_words,,statistics,,,,,,REALEC
I went to several libraries to,i,to to,similar_words,,statistics,,,,,,REALEC
information about my hobby,information,about,similar_words,,statistics,,,,,,REALEC
especially,especially,,similar_words,,statistics,,,,,,REALEC
She’s not especially,she,,similar_words,,statistics,,,,,,REALEC
interested in sport,interested,in,similar_words,,statistics,,,,,,REALEC
It was a very cold house,it,,similar_words,,statistics,,,,,,REALEC
especially in winter,especially,in,similar_words,,statistics,,,,,,REALEC
pick,pick,,similar_words,,statistics,,,,,,REALEC
The spent the summer,the,,similar_words,,statistics,,,,,,REALEC
picking strawberries,picking,,similar_words,,statistics,,,,,,REALEC
The following season he was,the,,similar_words,,statistics,,,,,,REALEC
picked for the national team,picked,for,similar_words,,statistics,,,,,,REALEC
collect,collect,,similar_words,,statistics,,,,,,REALEC
A lot of families collect,a,of,similar_words,,statistics,,,,,,REALEC
newspapers for recycling,newspapers,for,similar_words,,statistics,,,,,,REALEC
He collects stamps,he,,similar_words,,statistics,,,,,,REALEC
gather,gather,,similar_words,,statistics,,,,,,REALEC
Our report is based on,our,on,similar_words,,statistics,,,,,,REALEC
information gathered from,information,from,similar_words,,statistics,,,,,,REALEC
all parts of the country,all,of,similar_words,,statistics,,,,,,REALEC
A crowd had gathered to hear,a,to,similar_words,,statistics,,,,,,REALEC
her speak,her,,similar_words,,statistics,,,,,,REALEC
refuse/deny; been in/been to/gone to,refuse,to to,similar_words,,statistics,,,,,,REALEC
audience,audience,,similar_words,,statistics,,,,,,REALEC
sympathetic/enthusiastic/,sympathetic,,similar_words,,statistics,,,,,,REALEC
cold/responsive audience,cold,,similar_words,,statistics,,,,,,REALEC
The audience was/were,the,,similar_words,,statistics,,,,,,REALEC
clearly delighted with the,clearly,with,similar_words,,statistics,,,,,,REALEC
The series has attracted,the,,similar_words,,statistics,,,,,,REALEC
an audience of more than,an,of,similar_words,,statistics,,,,,,REALEC
10 million,million,,similar_words,,statistics,,,,,,REALEC
viewer,viewer,,similar_words,,statistics,,,,,,REALEC
А painting showing a woman,painting,,similar_words,,statistics,,,,,,REALEC
looking directly at the viewer,looking,at,similar_words,,statistics,,,,,,REALEC
Millions of viewers will be,millions,of,similar_words,,statistics,,,,,,REALEC
glued to their sets for this,glued,to for,similar_words,,statistics,,,,,,REALEC
match,match,,similar_words,,statistics,,,,,,REALEC
The final game attracted,the,,similar_words,,statistics,,,,,,REALEC
"a crowd of over 50,000",a,of over,similar_words,,statistics,,,,,,REALEC
spectators,spectators,,similar_words,,statistics,,,,,,REALEC
cast,cast,,similar_words,,statistics,,,,,,REALEC
Part of the film’s success lies,part,of,similar_words,,statistics,,,,,,REALEC
in the strength of the,in,in of,similar_words,,statistics,,,,,,REALEC
supporting cast (= the actors,supporting,,similar_words,,statistics,,,,,,REALEC
